Voter ID,Party,Sex,Age,Ethnicity,Voter Score,Turnout Score,PartisanshipScore,Kids in HH,Liberal Ideology, marriage,Zip,Outcome
8952758,3,0,22,3,19.68,62,3,11,37,4,85203,0
8952775,1,0,24,3,89.42,36,97,22,75,3,85203,0
8952794,3,0,23,3,82.7,75,91,5,45,1,85202,0
8952834,1,1,62,2,89.11,88,94,16,20,92,85204,0
8952855,3,0,26,2,70.97,24,91,23,45,12,85203,0
8952877,3,1,35,2,74.16,13,84,6,52,5,85210,0
8953207,2,1,50,3,12.58,36,4,35,23,46,85204,0
8953230,3,0,24,3,26.71,33,61,3,57,7,85204,1
8953248,1,1,54,3,84.61,91,93,30,56,57,85203,0
8953314,2,0,78,3,28.96,58,2,5,13,21,85210,0
8953331,1,0,49,3,91.91,94,95,84,46,91,85202,0
8953471,3,0,44,3,26.25,40,89,78,32,86,85204,0
8953533,3,1,32,3,48.55,48,83,4,65,4,85282,0
8953668,1,0,28,2,90.65,83,85,12,59,9,85213,0
8953891,2,1,60,3,7.2,93,3,37,18,97,85202,0
8953992,3,1,23,3,12.52,48,10,3,36,0,85213,0
8954047,3,1,70,3,42.37,25,42,4,32,32,85210,1
8954216,1,1,23,2,77.37,48,97,4,81,5,85201,0
8954432,3,1,38,2,68.63,34,62,28,29,67,85204,1
8954451,2,1,23,3,9.72,36,10,2,16,0,85203,0
8954507,2,0,61,3,10.14,95,2,5,21,38,85213,0
8954566,1,0,75,3,75.27,99,94,2,69,64,85213,0
8954810,3,1,39,3,6.74,52,4,25,17,75,85201,0
8954983,3,1,40,3,61.51,86,3,35,29,88,85282,0
8955975,3,0,46,2,64.12,40,37,80,17,56,85203,1
8955996,2,1,27,3,22.28,31,12,7,31,6,85213,0
8956013,2,1,38,3,9.51,37,9,26,20,37,85203,0
8842407,3,0,32,3,77.62,35,83,67,42,8,85203,0
8842481,1,1,67,3,89.84,29,94,55,51,46,85210,0
8842489,3,1,23,3,39.89,16,40,1,36,1,85210,1
8842873,3,0,81,2,67.17,16,45,6,24,52,85210,1
8842933,1,0,36,3,91.48,41,94,59,60,50,85283,0
8843158,2,1,33,3,10.93,68,2,9,9,38,85204,0
8843202,3,1,70,3,29.51,32,25,6,18,74,85204,0
8843278,1,1,86,3,83.93,80,94,0,42,8,85201,0
8843321,1,0,27,2,90.46,28,82,1,58,7,85210,0
8843343,3,0,30,3,91.98,93,96,8,64,2,85202,0
8843373,1,0,23,2,89.54,42,96,5,41,2,85202,0
8843526,3,1,42,3,74.69,90,26,71,33,53,85210,0
8843535,2,0,32,3,14.39,40,4,22,15,8,85204,0
8843556,2,0,51,3,11.46,70,5,54,20,75,85210,0
8843563,2,1,32,3,11.62,24,7,5,15,9,85202,0
8843612,3,1,67,3,14.59,92,54,5,22,41,85213,1
8843686,1,1,24,3,89.39,99,37,2,59,2,85203,1
8843732,2,1,25,3,13.67,23,86,1,65,2,85201,0
8843813,2,1,45,3,11.42,29,10,23,14,45,85210,0
8732297,2,1,24,3,10.09,33,58,0,57,0,85201,1
8732482,1,1,25,2,57.16,81,48,2,58,1,85202,1
8732567,3,1,27,3,82.57,27,59,4,53,4,85224,1
8734346,3,1,24,3,29.56,36,32,7,34,7,85282,0
8734649,2,0,63,3,15.04,23,20,8,11,33,85224,0
8734811,2,0,34,2,20.4,55,1,12,21,83,85202,0
8735181,1,1,67,3,48.76,99,95,2,56,47,85210,0
8735204,1,0,96,3,96.76,93,90,1,78,87,85202,0
8736220,2,0,34,3,27.36,51,3,16,16,93,85282,0
8737104,3,0,40,3,49.86,34,67,81,75,59,85204,0
8792777,1,0,25,3,93.53,91,94,1,88,1,85281,0
8795642,3,1,31,3,53.04,33,57,5,44,8,85234,1
8795718,2,0,35,3,14.1,31,31,26,33,6,85203,0
8795757,1,1,27,3,86.67,26,97,1,79,3,85203,0
8795764,3,1,45,2,55.41,31,79,50,32,22,85204,0
8795802,1,0,54,3,48.15,35,95,46,71,25,85213,0
8795863,2,1,39,3,9.76,35,11,30,13,26,85204,0
8795878,2,1,45,3,5.96,98,2,16,16,87,85201,0
8795956,2,1,26,3,6.7,97,14,1,22,3,85213,0
8796023,1,0,35,3,93.26,93,61,38,54,13,85204,1
8796072,2,1,38,3,16.16,39,52,46,30,66,85213,1
8796163,3,0,34,3,81.49,54,54,22,63,12,85204,1
8796226,1,0,42,3,92.59,58,91,85,43,84,85213,0
8796238,1,0,23,2,94.77,92,98,5,62,4,85203,0
8796337,3,1,24,3,14.77,60,5,0,43,3,85203,0
8796358,3,1,55,3,74.54,39,8,74,13,79,85204,0
8796404,3,1,64,3,40.7,28,50,8,30,32,85204,1
8796413,2,0,29,3,8.57,80,3,3,20,8,85203,0
8796547,2,0,45,3,13.26,91,17,43,16,46,85203,0
8796617,3,1,65,3,29.04,64,21,4,35,85,85213,0
8796656,1,0,25,3,70.07,35,97,49,69,17,85203,0
8796801,3,1,24,3,15.64,32,43,5,46,1,85204,1
8796821,2,1,59,3,8.68,79,8,11,9,48,85213,0
8797096,1,1,38,2,88.22,29,96,13,62,40,85203,0
8797280,3,1,34,3,45.47,28,53,11,55,23,85204,1
8797288,3,0,55,3,39.62,46,32,38,58,87,85213,0
8797334,3,0,77,2,70.79,26,94,6,21,18,85210,0
8797397,1,0,73,3,94.14,98,96,5,54,33,85210,0
8797532,1,0,24,2,86.89,33,89,8,54,4,85203,0
8797539,3,0,25,2,68.1,37,97,16,57,4,85204,0
8797613,3,1,62,2,85.38,61,52,38,37,73,85204,1
8797719,1,0,62,3,90.61,30,97,12,51,15,85202,0
8797855,3,1,58,3,40.31,30,73,18,35,40,85201,0
8797944,3,1,27,2,65.77,32,62,3,58,4,85204,1
8798004,3,1,24,2,72.71,20,93,3,55,1,85210,0
8798145,1,0,25,2,87.63,31,97,4,66,2,85202,0
8798168,1,1,27,3,87.61,31,98,5,80,4,85202,0
8798178,1,0,52,3,95.29,98,95,67,42,93,85224,0
8798217,1,0,23,2,93.12,85,98,5,57,2,85204,0
8798421,2,1,25,2,28.94,33,16,8,17,31,85202,0
8798474,3,0,27,2,89.77,35,95,19,60,3,85201,0
8798488,1,1,24,2,93.89,90,99,2,60,9,85201,0
8798510,1,1,24,2,89.2,36,96,1,82,14,85204,0
8798585,3,1,23,3,50.0,32,58,2,53,9,85204,1
8798980,3,0,75,3,37.24,29,92,4,28,38,85201,0
8799147,2,0,73,3,7.27,98,3,1,14,18,85204,0
8898328,2,0,37,3,12.57,34,84,53,29,30,85210,0
8898689,3,1,26,3,43.31,60,5,0,12,4,85203,0
8899051,1,0,35,3,91.07,14,97,65,53,36,85204,0
8899180,3,0,30,2,80.5,58,85,1,80,3,85210,0
8899620,1,0,70,3,89.61,13,96,2,46,20,85201,0
8899673,1,0,22,3,94.14,76,25,5,49,2,85204,0
8899685,1,1,23,2,84.27,64,94,1,64,7,85204,0
8899702,2,1,23,3,7.1,88,4,3,14,0,85204,0
8899880,2,1,55,3,10.51,42,1,59,14,48,85204,0
8899938,3,0,25,3,59.6,30,95,4,68,8,85213,0
8899945,3,1,23,3,87.2,28,46,5,52,0,85201,1
8648732,3,0,31,2,32.55,55,87,11,55,3,85213,0
8649095,3,1,24,2,65.6,67,93,2,65,0,85201,0
8649516,3,0,37,3,95.41,99,79,10,87,73,85233,0
8649729,1,0,30,3,69.44,87,96,9,86,54,85203,0
8649762,3,0,40,3,94.07,13,96,63,48,21,85204,0
8649903,2,0,24,3,7.29,75,3,4,15,3,85204,0
8650253,3,1,46,2,84.15,83,43,79,33,91,85210,1
8650684,1,1,25,2,90.73,73,96,3,85,5,85203,0
8650707,3,0,36,2,65.5,32,37,48,52,26,85204,1
8650814,1,0,25,2,88.19,68,98,4,77,0,85203,0
8651360,1,0,30,3,87.49,6,96,12,58,2,85202,0
8651894,2,0,26,2,17.75,67,7,7,6,2,85204,0
8651986,1,1,41,3,79.64,24,59,75,21,59,85213,1
8652997,3,1,24,3,37.6,57,22,2,59,14,85281,0
8668138,1,0,32,2,91.14,96,98,6,79,5,85201,0
8668307,2,1,35,3,10.1,39,1,11,8,14,85202,0
8669614,3,1,59,3,19.34,96,73,9,50,21,85202,0
8669661,2,1,48,3,43.67,47,98,21,69,28,85201,0
8669681,2,1,25,3,8.64,96,3,2,24,2,85201,0
8669889,2,1,42,3,11.47,23,2,49,22,72,85204,0
8674099,2,1,26,3,7.13,97,3,1,13,8,85203,0
8715772,3,1,51,3,15.06,97,1,45,11,49,85213,0
8829988,2,1,50,2,12.71,92,2,54,12,69,85210,0
8830042,3,1,91,3,77.9,36,25,1,24,86,85282,0
8830355,3,1,25,3,42.38,32,44,0,65,1,85210,1
8830446,3,1,56,2,54.71,29,64,11,37,31,85210,1
8830613,2,1,52,3,16.14,30,18,30,22,20,85202,0
8830789,1,1,23,3,73.38,34,97,2,62,1,85225,0
8831971,2,0,24,3,20.27,34,91,2,70,1,85202,0
8832389,1,0,62,3,82.73,14,92,5,78,41,85283,0
8832886,3,0,25,3,51.0,29,90,5,62,2,85210,0
8834689,1,0,58,3,91.9,93,97,3,78,22,85213,0
8834698,1,0,34,2,86.27,28,19,24,43,7,85210,0
8881372,3,0,40,3,42.69,37,41,38,28,44,85204,1
8622305,2,1,39,3,6.0,84,2,48,11,89,85213,0
8622539,1,1,52,3,87.46,89,7,48,35,72,85213,0
8622785,3,1,41,3,42.61,23,33,29,36,37,85210,0
8622955,3,0,46,3,69.03,47,43,50,58,23,85210,1
8623039,1,0,56,2,92.76,60,98,55,41,93,85281,0
8782494,1,0,36,3,94.11,94,98,39,87,50,85282,0
8782558,1,1,36,3,87.1,99,95,6,90,19,85210,0
8783478,2,1,52,3,9.3,28,2,31,13,31,85203,0
8784214,3,1,27,3,50.89,33,81,0,57,2,85210,0
8840566,3,1,37,3,61.17,78,96,36,54,81,85202,0
8840693,3,1,73,3,75.85,49,8,7,27,94,85204,0
8840773,3,1,73,3,69.68,99,11,1,37,88,85204,0
8840832,3,1,67,3,13.34,92,11,6,22,68,85203,0
8840875,3,0,39,2,68.1,41,92,29,44,12,85201,0
8841200,2,0,33,3,11.46,34,73,7,57,8,85210,0
8841670,2,1,35,3,12.89,17,52,14,24,10,85202,1
8841693,1,0,36,3,92.87,96,94,27,70,67,85201,0
8841700,1,1,24,2,52.39,34,86,3,69,7,85204,0
8841709,3,0,26,3,52.6,48,93,1,60,2,85202,0
8841720,3,0,42,3,63.69,35,90,63,43,34,85204,0
8841949,3,0,32,3,52.21,37,74,40,60,53,85213,0
8841969,3,0,27,2,67.81,32,13,4,39,1,85204,0
8842221,1,1,26,2,86.59,33,13,3,27,9,85204,0
8842320,3,1,23,3,61.82,61,17,2,41,2,85203,0
8842354,1,0,42,3,84.21,71,97,80,52,28,85204,0
8842382,3,1,23,3,50.09,39,30,2,45,2,85204,0
8842446,2,1,24,3,6.53,66,2,8,9,5,85213,0
8842461,3,1,66,3,67.78,87,8,5,35,82,85204,0
8842609,2,1,48,2,41.54,30,26,61,24,76,85203,0
8842625,1,1,27,3,93.42,85,82,0,77,2,85210,0
8842651,3,0,26,2,86.19,24,97,7,54,6,85204,0
8842686,2,0,47,3,15.62,35,3,84,17,62,85210,0
8842732,2,1,35,3,10.71,50,90,3,77,11,85204,0
8842749,2,0,33,3,13.92,61,6,2,23,2,85202,0
8842771,3,1,42,2,28.33,39,84,37,37,47,85210,0
8842910,3,1,48,3,61.69,28,56,47,28,38,85201,1
8842958,3,0,45,2,60.64,23,40,54,24,32,85204,1
8842970,3,1,72,3,46.94,83,55,1,46,79,85202,1
8843128,3,0,45,3,86.1,70,46,76,55,95,85204,1
8843379,1,0,23,2,95.04,84,98,7,58,5,85210,0
8843430,1,1,77,3,94.98,93,93,2,45,68,85202,0
8843689,2,0,59,3,14.0,78,8,17,29,68,85213,0
8843730,1,0,63,2,48.38,31,87,32,30,91,85210,0
8843845,3,0,25,2,70.91,34,62,4,59,5,85204,1
8843920,2,0,24,3,7.69,48,1,4,13,8,85203,0
8843981,3,0,34,2,84.93,56,84,44,50,38,85213,0
8844563,1,0,64,3,94.41,96,96,9,65,17,85202,0
8844593,3,1,24,3,90.22,49,39,0,51,6,85204,1
8844700,2,0,69,3,11.87,61,1,24,4,84,85210,0
8901867,3,1,22,2,84.25,51,48,2,43,2,85204,1
8901902,1,0,78,2,94.18,98,79,2,37,28,85281,0
8902061,2,1,80,3,15.04,25,11,3,37,20,85210,0
8902130,2,1,77,3,6.0,98,2,1,9,84,85213,0
8902170,3,0,23,2,56.14,30,97,4,33,6,85201,0
8902230,2,0,76,3,15.97,42,10,1,18,28,85204,0
8902265,3,0,32,3,87.16,14,98,23,45,7,85202,0
8902299,3,0,22,2,81.55,39,86,2,40,6,85204,0
8902307,3,1,27,2,68.58,20,70,3,55,3,85213,0
8902327,1,0,42,3,89.82,96,97,67,55,54,85210,0
8902348,1,0,42,3,95.01,77,96,71,53,86,85203,0
8902447,3,0,25,2,74.97,51,98,10,61,14,85202,0
8902493,2,0,70,3,11.78,98,15,22,18,35,85282,0
8902503,1,0,27,3,93.44,96,97,1,89,2,85281,0
8902554,1,1,40,3,90.35,29,96,30,59,14,85201,0
8902599,3,1,28,3,71.26,19,85,2,61,5,85210,0
8902802,3,1,23,2,71.86,39,92,7,33,2,85213,0
8902849,3,0,22,2,91.69,51,72,18,39,3,85204,0
8902873,3,0,30,3,51.5,61,94,13,84,7,85210,0
8902893,3,0,45,2,85.73,29,92,34,33,30,85202,0
8902950,3,1,54,2,64.24,28,74,44,27,31,85210,0
8902957,3,0,23,2,93.73,81,94,17,37,3,85204,0
8902964,3,1,73,3,15.11,50,13,3,17,30,85203,0
8903012,3,0,23,2,30.39,43,71,8,37,3,85204,0
8903034,3,1,80,2,74.19,58,27,56,15,95,85210,0
8616248,3,1,47,2,87.21,80,98,24,59,40,85210,0
8616292,3,1,35,2,54.11,35,22,17,31,8,85201,0
8731160,2,1,47,3,6.91,84,2,63,12,73,85210,0
8731219,2,1,40,3,13.44,43,4,46,18,57,85202,0
8731524,1,1,64,3,66.07,83,29,43,24,88,85202,0
8732151,1,1,74,3,86.82,94,94,6,52,66,85204,0
8732393,3,0,34,3,17.99,74,26,9,48,27,85210,0
8732493,2,0,67,3,5.73,98,2,12,9,94,85224,0
8732513,3,1,31,3,20.3,35,38,4,45,4,85204,1
8732541,1,0,74,3,93.63,97,98,3,65,63,85202,0
8733668,2,1,52,2,12.8,85,2,41,15,68,85283,0
8735202,3,1,79,3,75.19,50,42,3,33,59,85224,1
8735214,1,0,68,2,88.24,38,97,20,27,31,85202,0
8737757,3,1,42,3,48.77,2,83,26,61,44,85204,0
8792420,1,0,81,3,95.8,96,97,0,59,9,85282,0
8793171,3,0,26,3,40.7,55,21,1,43,2,85204,0
8793180,2,1,62,3,9.88,23,74,6,36,32,85202,0
8794196,3,1,39,2,77.14,77,82,8,66,37,85210,0
8795766,2,0,52,3,5.35,92,1,68,11,97,85203,0
8795793,1,1,70,2,85.67,80,64,8,26,19,85203,1
8795853,2,0,24,3,6.58,81,16,29,29,21,85203,0
8795872,2,0,54,3,15.54,36,3,52,23,29,85204,0
8795888,3,1,52,2,51.1,34,57,23,30,45,85203,1
8795900,2,1,67,3,8.22,98,1,17,15,19,85203,0
8795930,3,0,25,2,72.76,35,64,16,51,24,85201,1
8795937,3,0,30,3,70.9,30,88,11,62,4,85204,0
8795994,3,1,25,3,32.47,36,26,3,48,2,85213,0
8796143,2,1,24,3,4.71,50,6,3,8,6,85213,0
8796182,3,1,28,3,81.26,28,23,4,46,1,85201,0
8796319,3,0,27,2,60.94,22,25,3,30,13,85204,0
8796375,2,0,95,3,10.58,62,60,5,16,55,85202,1
8796394,2,1,64,3,6.45,97,4,28,14,46,85204,0
8796503,3,0,32,3,40.52,43,77,11,63,5,85204,0
8796528,3,0,44,3,54.93,32,25,62,27,26,85204,0
8796545,3,0,68,3,7.06,94,5,62,27,98,85204,0
8796557,3,1,72,3,91.13,99,21,1,15,92,85204,0
8796585,3,1,49,3,17.17,31,39,26,39,24,85203,1
8797190,3,1,48,3,74.94,39,56,22,44,86,85202,1
8797225,3,0,46,3,20.98,27,90,55,53,21,85203,0
8797265,2,1,40,3,11.24,9,8,20,13,53,85210,0
8797369,3,1,25,3,13.9,44,38,1,18,5,85282,1
8797387,2,1,24,2,18.9,26,3,1,24,3,85282,0
8797417,2,1,28,3,10.83,39,5,1,18,2,85201,0
8797529,3,0,29,3,87.29,30,81,4,53,1,85210,0
8797552,3,1,43,3,72.72,46,23,75,23,92,85202,0
8797586,3,0,37,3,77.45,27,90,36,48,10,85201,0
8956461,2,1,53,3,11.82,51,2,21,15,30,85210,0
8956524,3,0,56,2,34.92,57,88,88,20,86,85202,0
8956562,3,1,37,2,48.96,35,9,39,37,60,85210,0
8956651,1,0,23,2,94.85,82,98,3,56,1,85281,0
8956690,2,1,35,2,42.25,90,2,22,36,16,85204,0
8956691,3,1,26,2,80.06,26,82,0,67,3,85210,0
8957068,3,1,32,3,40.92,38,87,6,72,10,85202,0
8957592,3,0,29,3,87.94,40,85,2,65,2,85201,0
8957607,3,0,73,3,73.08,86,82,3,42,52,85204,0
8958016,3,0,54,3,62.44,33,82,37,29,30,85204,0
8958116,2,1,24,2,24.36,29,97,7,56,5,85204,0
8467839,3,0,26,3,85.93,47,7,8,70,2,85201,0
8467895,3,0,24,2,89.23,71,96,3,81,3,85204,0
8467915,3,1,36,2,25.45,27,66,34,60,24,85204,0
8467932,3,1,26,2,31.95,79,14,3,46,3,85213,0
8468009,1,0,50,3,78.24,89,94,50,87,55,85210,0
8699770,3,1,24,3,32.78,36,96,1,77,1,85210,0
8700266,1,0,23,2,93.14,47,94,7,60,2,85210,0
8700755,2,1,32,3,11.0,34,6,2,14,4,85203,0
8701084,2,0,24,3,8.08,80,45,14,24,5,85204,1
8702647,1,0,62,2,85.95,14,97,83,50,62,85203,0
8705654,3,0,27,3,34.73,52,5,2,37,1,85201,0
8705755,3,0,24,3,29.16,68,1,2,6,3,85203,0
8799694,3,1,30,3,82.39,33,97,9,79,5,85210,0
8800011,1,0,29,2,85.93,40,98,7,68,8,85203,0
8800014,1,0,33,3,87.16,30,97,4,85,54,85202,0
8800057,1,0,74,3,94.22,98,84,1,59,52,85213,0
8800143,1,0,27,2,90.73,24,95,11,49,9,85210,0
8800515,3,1,32,3,25.97,42,2,11,11,14,85202,0
8801815,1,0,34,3,93.0,29,98,42,51,21,85210,0
8845078,3,0,53,3,46.43,33,25,46,32,46,85203,0
8845143,3,0,75,3,58.6,91,94,2,37,94,85282,0
8845145,3,0,35,3,55.48,45,64,19,62,13,85282,1
8847236,3,1,24,3,10.61,45,68,5,55,2,85202,0
8848759,3,0,37,2,86.84,41,97,51,50,34,85203,0
8850283,3,0,23,2,72.27,15,96,11,37,1,85201,0
8913838,1,0,58,2,87.6,94,97,48,30,61,85201,0
8913857,3,0,23,2,47.8,44,19,8,38,4,85203,0
8913874,2,0,88,3,12.82,39,3,7,10,46,85213,0
8913891,1,0,75,3,91.3,96,96,6,63,91,85213,0
8946840,1,0,44,3,90.41,99,96,33,85,91,85201,0
8950862,3,1,28,3,22.81,41,60,5,63,2,85202,1
8951312,3,0,29,2,86.13,28,21,16,47,1,85204,0
8951313,3,0,57,2,71.26,62,2,75,19,62,85204,0
8951448,2,1,36,3,9.25,36,8,22,15,17,85204,0
8951469,3,1,45,2,50.05,30,10,53,19,15,85201,0
8951490,2,0,37,3,16.9,67,5,40,14,89,85204,0
8951562,1,1,68,3,92.44,99,96,1,89,68,85203,0
8951580,1,0,70,3,88.11,17,94,6,62,23,85213,0
8951651,3,0,54,3,39.7,45,63,58,37,64,85204,1
8951654,2,0,74,3,8.54,92,2,2,10,92,85201,0
8951670,3,1,23,3,17.45,41,12,1,28,1,85203,0
8951690,1,1,23,3,38.85,87,3,1,10,3,85203,0
8951743,2,1,75,3,41.81,83,1,3,9,62,85201,0
8951745,2,0,22,3,8.58,56,5,8,17,7,85213,0
8951798,3,0,58,3,83.61,45,30,29,33,19,85213,0
8951817,1,0,41,3,73.36,49,96,45,56,6,85201,0
8952142,1,1,72,2,93.25,92,88,18,40,61,85213,0
8952162,2,0,47,3,8.76,68,13,78,13,58,85213,0
8952202,1,0,23,2,82.39,36,62,24,33,5,85204,1
8952301,1,1,38,3,65.55,36,94,31,73,55,85204,0
8952302,1,0,70,3,95.3,99,98,14,55,90,85204,0
8952316,3,0,23,3,40.65,46,97,9,57,2,85204,0
8952334,3,1,25,2,72.46,34,20,2,41,3,85203,0
8952349,1,0,38,3,47.54,85,96,36,86,14,85203,0
8952352,1,0,25,2,94.87,90,97,12,72,3,85201,0
8665313,3,1,31,3,49.28,35,92,1,82,0,85224,0
8666089,3,1,67,3,42.41,21,66,4,28,23,85204,0
8667004,1,0,25,2,90.5,28,97,11,71,5,85204,0
8667193,2,0,24,3,7.58,76,6,4,7,9,85213,0
8710726,3,1,34,3,24.83,27,3,34,9,26,85204,0
8763041,2,0,34,3,13.15,49,3,26,18,18,85210,0
8763741,3,1,27,2,51.07,24,42,4,33,4,85202,1
8764166,2,1,53,3,9.57,71,0,76,7,82,85201,0
8764913,2,0,29,3,6.5,94,2,21,9,35,85204,0
8822713,1,1,42,3,93.8,98,95,61,50,87,85210,0
8822714,1,0,41,3,97.6,98,98,80,85,98,85210,0
8823417,1,1,79,2,93.6,99,36,2,29,68,85233,1
8823901,1,1,32,3,90.57,97,97,4,83,7,85202,0
8825165,1,1,23,3,92.98,92,40,2,38,0,85202,1
8828022,2,0,81,3,10.77,98,5,0,11,27,85282,0
8828189,3,1,41,3,32.41,59,30,27,42,22,85204,0
8828577,1,1,24,2,94.95,82,96,3,70,5,85202,0
8828648,3,1,36,3,81.2,36,96,14,67,17,85204,0
8829028,3,0,57,3,86.17,99,20,76,34,98,85225,0
8829281,1,0,61,3,90.16,82,95,5,48,32,85201,0
8829796,3,0,29,2,82.09,45,96,3,80,5,85201,0
8886965,3,0,23,3,24.99,35,96,3,54,0,85210,0
8887024,2,0,24,3,10.1,39,77,4,62,0,85202,0
8887602,1,1,23,3,88.26,24,90,7,40,5,85204,0
8887603,1,0,24,3,95.67,92,72,1,70,1,85202,0
8887714,2,1,56,3,10.83,89,1,17,13,89,85224,0
8887916,2,1,32,3,6.75,98,54,1,55,31,85224,1
8887970,3,1,35,3,37.48,33,65,6,46,8,85202,1
8888066,1,0,22,3,91.17,29,93,3,54,2,85204,0
8888394,1,0,63,3,94.97,98,87,4,91,57,85283,0
8890346,3,0,43,3,31.38,59,74,91,49,97,85202,0
8891369,3,1,34,3,79.19,45,81,41,71,70,85210,0
8891391,1,0,62,3,96.66,99,97,14,81,59,85202,0
8892448,2,0,76,3,10.42,99,9,2,13,40,85210,0
8893167,3,1,45,3,66.55,61,11,48,22,33,85282,0
8972071,2,1,25,2,13.62,96,17,0,62,1,85203,0
8843795,1,0,23,2,87.63,61,98,2,70,3,85202,0
8843858,3,1,26,2,43.39,47,12,0,51,2,85204,0
8843934,3,1,59,2,62.01,30,92,37,38,62,85202,0
8844600,3,1,40,3,40.72,31,51,52,22,74,85204,1
8881441,1,0,23,3,82.35,17,38,14,32,1,85281,1
8881587,1,0,36,3,86.45,85,77,15,81,21,85210,0
8882149,1,1,75,3,92.57,96,33,6,29,93,85203,0
8882398,1,0,50,3,88.26,42,98,75,70,34,85202,0
8882635,1,0,24,3,93.63,75,93,5,71,0,85201,0
8883978,1,1,23,3,81.02,91,59,2,65,1,85203,1
8884186,2,1,77,3,21.5,94,2,3,7,92,85204,0
8884315,3,1,22,3,29.07,29,93,5,64,3,85202,0
8884473,3,1,23,3,13.68,98,1,2,12,19,85281,0
8885062,3,0,39,3,46.28,34,90,37,48,37,85210,0
8885898,1,0,28,2,59.47,25,72,6,54,4,85202,0
8886575,3,1,68,3,10.05,77,26,4,24,97,85282,0
8886743,1,0,27,2,89.37,15,93,13,71,3,85201,0
8886817,3,1,22,3,50.38,48,93,2,69,4,85210,0
8886847,1,0,23,3,79.0,65,45,8,42,9,85210,1
8939707,1,0,68,3,85.13,82,94,25,58,69,85203,0
8940207,2,0,23,3,8.2,91,2,2,15,8,85202,0
8940516,3,0,23,2,72.17,26,97,7,36,2,85202,0
8940729,2,1,36,3,7.35,64,4,6,15,39,85202,0
8941327,3,1,26,2,67.51,26,90,5,70,3,85202,0
8941499,2,0,60,3,11.85,65,1,56,18,74,85202,0
8941536,2,1,34,3,9.22,91,4,7,23,12,85202,0
8941612,3,0,53,3,75.79,40,57,75,36,58,85202,1
8700982,3,1,38,3,37.78,48,12,25,30,29,85204,0
8701056,1,0,67,3,94.11,99,98,6,43,30,85202,0
8701450,3,1,27,3,80.11,52,37,0,67,1,85204,1
8701792,3,1,31,3,23.96,63,43,2,36,14,85204,1
8703188,3,0,38,3,48.81,51,28,70,29,96,85204,0
8755270,2,0,75,3,9.42,90,7,2,15,32,85201,0
8755614,1,0,34,3,88.32,30,95,13,90,35,85213,0
8758632,1,0,32,3,88.56,43,9,16,49,8,85210,0
8800061,3,0,54,3,67.31,26,56,42,23,63,85204,1
8800084,3,1,52,2,65.12,33,26,23,21,23,85204,0
8800137,3,1,62,2,54.95,28,69,5,47,37,85204,0
8800162,1,0,73,2,93.72,95,81,2,47,11,85202,0
8801527,1,1,29,3,92.48,37,90,4,60,2,85202,0
8801622,2,1,74,3,8.26,98,2,2,14,55,85202,0
8803893,3,0,39,3,71.06,15,97,53,38,24,85201,0
8806219,2,1,63,3,11.53,27,29,9,28,22,85204,0
8845131,2,1,50,3,11.76,26,11,33,13,40,85202,0
8845148,3,1,61,3,42.95,86,83,1,63,14,85202,0
8845167,1,1,23,2,87.24,68,88,24,45,12,85210,0
8845204,2,1,31,3,17.9,13,93,3,47,9,85201,0
8845368,1,1,42,3,90.05,36,96,31,60,30,85202,0
8845581,1,0,28,2,89.21,29,96,16,68,7,85204,0
8845603,2,0,55,3,12.2,63,2,26,17,39,85204,0
8846108,3,1,63,3,14.53,90,7,5,28,63,85201,0
8847119,3,1,36,3,62.33,34,86,18,53,21,85202,0
8847648,3,0,31,3,72.9,36,93,7,56,4,85202,0
8848772,2,0,40,3,8.01,96,6,86,16,99,85210,0
8912633,1,0,35,3,95.58,98,98,19,62,26,85202,0
8913907,3,1,36,3,19.1,42,18,25,40,22,85203,0
8948111,1,1,70,3,67.23,13,15,10,17,83,85210,0
8949171,2,0,43,3,8.57,97,3,30,14,67,85210,0
8950645,1,1,23,2,89.99,38,98,3,70,8,85203,0
8951309,1,0,23,3,76.51,36,93,15,62,3,85213,0
8951472,1,0,44,3,92.47,43,95,71,49,43,85203,0
8951481,1,0,23,3,85.88,97,99,3,79,1,85213,0
8951510,2,1,22,2,80.22,13,70,3,34,1,85204,0
8951585,2,0,65,3,6.65,99,12,4,18,90,85213,0
8951605,2,1,22,2,71.71,53,95,3,53,2,85204,0
8951619,2,0,23,3,7.33,89,3,6,13,8,85213,0
8951640,1,0,70,3,81.97,39,94,15,35,21,85204,0
8951647,1,0,22,3,73.66,68,93,9,70,18,85213,0
8951667,3,0,48,3,89.57,39,77,31,48,25,85201,0
8951728,1,0,23,2,94.67,87,96,14,64,5,85213,0
8951775,3,0,32,3,11.85,96,68,9,33,28,85204,0
8951810,3,1,37,2,53.89,34,28,39,25,30,85204,0
8951931,1,0,38,3,89.02,81,97,56,63,18,85201,0
8951995,3,0,50,3,33.92,65,17,36,36,45,85203,0
8952053,3,0,23,3,25.14,51,22,3,52,2,85203,0
8952109,2,0,54,3,12.37,95,12,49,22,77,85213,0
8952191,2,0,22,3,6.13,92,1,10,13,6,85203,0
8952226,3,1,54,3,74.36,46,26,40,28,40,85204,0
8952275,1,1,23,3,31.37,37,93,7,58,3,85210,0
8952312,2,0,69,3,66.84,68,2,9,18,93,85213,0
